mean_x,mean_y,cluster
981.9699346405229,451.54226579520696,0
937.411475984574,494.20696505784736,0
949.5582831802344,548.7990180551157,0
979.5638583912166,512.6217790723729,0
874.533400357462,490.6743744414656,0
872.5498438893845,370.7779884032114,0
865.5125406107862,363.73632228719947,0
977.184780207643,489.9208084824387,0
