mean_x,mean_y,cluster
883.5740332133317,362.73557078155847,1
982.1831550802139,515.4668003565063,1
976.586874723329,505.48716246126605,1
830.4027746190585,374.89981805776665,1
984.1176118210863,454.98831869009587,1
