mean_x,mean_y,cluster
1000.4922405923521,491.0558880210975,2
919.8856450496193,517.7785598892223,2
951.3147540983607,494.3984171848502,2
938.598909126327,519.9494496931918,2
949.5870261612387,508.5746129204485,2
955.4309581320451,471.2698268921095,2
839.8133424098025,429.68277739959154,2
