x_actual,y_actual,x_pred,y_pred,error
1014.7646928040908,525.4117638097758,1030.2707701079826,531.677166859803,16.72404582430809
988.7058697931095,478.17647466940997,1018.6067922183139,470.69586174430844,30.8224712119792
850.5294090686484,436.7647054761218,852.4527216485681,428.8715358817162,8.124115799650163
887.7058878198993,434.0588236244772,873.1643923772408,439.71704123708696,15.603541785777534
990.8823655135081,432.1764687259313,980.3097388524614,463.3627585623971,32.92969948660222
1038.94116123298,407.7058839758761,1004.5380917221663,404.71631396291974,34.53271956606148
1001.7647148084835,503.1764733921889,1002.4127369272321,508.9581686951625,5.817897665206445
990.705893761226,469.6470632270068,990.835588699888,481.34781842382756,11.701473964977334
985.7647170240789,443.5294101052332,994.2732157630294,447.5921964355538,9.428721204731954
896.5882293101354,407.88235369283717,899.7252498840899,421.97062390344047,14.433303696949844
986.9999869632998,486.2941202243436,993.8013744557734,494.7186566368571,10.827358199881543
964.6470707502448,475.8235322516876,951.5801763730246,482.30420154697447,14.585705439926494
1019.7058695412379,532.9411834039598,1036.0731315824073,546.9302683564099,21.530948992814263
1068.470584596593,471.3529435867513,1079.3945384244842,474.54409546175674,11.380519211496868
1039.2941047375443,454.76470339928085,1033.54527636841,471.08606436126456,17.304214841163116
973.0000131470115,484.70588312801294,987.7401726588495,495.1068726555458,18.04031279069952
1086.8235175269242,465.29411782548425,1095.0346424521279,468.07187403094656,8.668246770500076
871.5294182832124,541.4117683928157,862.4195287687385,548.3480437489861,11.449978287426545
1024.8235180306674,487.823530867127,1021.0102540813712,493.66345471543156,6.974646406879631
858.2352991492985,489.8823506607936,845.4314960627817,497.6376445492375,14.969367280364052
983.8235277489746,479.88235502915444,1056.3025356255291,478.0062540576782,72.50328501264497
1012.1764835396244,434.4117630583994,1018.7136644683679,433.58872311118677,6.588788147287453
1034.2352909411272,456.17647077865047,1038.737147085947,455.51975539608225,4.549503691871662
966.0000100754901,567.6470551343222,971.5845215519976,576.4925864369354,10.460888703009653
840.2352935601547,458.70588291333394,837.818771688319,487.87070775413576,29.264766972448484
923.9411892801043,419.4117647891002,903.0965424471976,425.66555202547204,21.762563185121635
1031.9411904882131,502.2941151637025,1036.4515162426862,512.0983826476045,10.791973837410891
896.2941204985832,483.70588163611285,858.303718724991,491.56415074930726,38.794626179077234
1065.8823430053721,522.4117689777564,1094.8958960222333,545.4959444073933,37.0764806033213
1043.4705920993051,495.2941143640827,1059.3180399296853,490.76477639504634,16.482005496127417
964.3529296119382,497.2941173478829,986.9657852571422,490.3795016990349,23.646419390726567
999.470582028815,471.6470565671261,999.6524200223279,462.42053236282527,9.2283158782323
1079.8235144554028,519.4705909556035,1098.832227925539,517.6769820306263,19.09314591065323
1024.4117721598452,476.0000019686487,1026.5823844109425,495.8168597314576,19.93538083749628
834.8235362591731,529.9999957381259,866.419318090936,534.985682331476,31.986723814224398
991.1764743250603,446.88235401485565,989.0511841836351,450.73706828587507,4.401781491219217
934.529397436773,468.94117471548157,1017.5826483120944,504.44552393778025,90.32386890882174
896.2941204985832,479.9999982925682,882.1794998478072,489.03694701755205,16.759742192924705
1055.3529372149615,457.17647227055056,1064.6909727986297,468.9085983613696,14.994722110553809
957.6470676787235,519.9411736529394,926.0698414039874,526.5115484680455,32.25354312966038
1066.6470647075132,470.4705853582649,1075.7860321375722,459.8694605208193,13.996591496031614
863.0588226637985,451.0588200557362,892.9324613082872,463.13337396828615,32.221563246505625
1022.7646916962931,475.17647019370963,1031.9668902579629,522.9135007644297,48.61588779481726
1046.8235230659125,457.9411775919423,1056.9013887508318,462.81877780965976,11.196176161848802
940.2352958760612,467.058824638776,941.5226765433786,489.3263442379622,22.304703048521482
1003.9411782021277,450.2352979244781,988.2182530297052,445.8210572870954,16.330826567639427
1005.1764804681031,495.35294081763004,957.8384420647851,488.21331880580397,47.87341728293232
1126.1764596718192,505.35293644926924,1160.550920004987,512.8282357061896,35.17788541366626
1000.5294125425081,454.11765098498387,1021.0613303533268,444.60678284906936,22.62777633107075
1082.70589718493,505.52941580991126,1069.8093971301646,485.36677422441494,23.934323248584914
1004.2352870136799,379.5294122658959,1024.5194202520047,415.4034748995986,41.21158127367762
949.882342905061,489.6470544902852,953.2051776633199,510.28022091103196,20.899014028822627
1017.3529343953116,535.411759441415,1055.1227383968626,504.0337580503108,49.10333049412955
1032.2352992997653,510.9411795132003,1032.631334367948,520.8274568595559,9.894206564666739
979.529403327944,434.88235057757583,975.1662289595101,436.1306913184143,4.538242520469286
977.8235204981343,458.7647093668813,980.4148008042689,461.7485606770583,3.951974476917399
826.5882309216763,495.2352975542163,814.3834587576114,503.69034657312704,14.847367358859213
1101.7058824313779,470.94117769928175,1118.24822617439,472.5454618806457,16.619953797966776
993.7647159162811,432.58823461340074,1002.6205656312845,437.86994845778617,10.311283882654875
976.1176376683245,493.47059074092454,973.8602280816569,494.85776673397515,2.6495575626271246
991.2941113843303,539.5882447696574,1009.8034411524598,563.5948961403637,30.313604181951007
1066.6470647075132,433.00000050087027,1063.3672245326095,458.95449700717825,26.160910543573696
881.6470620394239,472.1764753616903,872.8820020141594,493.80126291562686,23.333617679206533
967.2352800147112,507.41176588661676,972.475349923062,512.3082677189167,7.171754516024688
1135.5293978892669,517.764710595859,1156.8878138298894,513.2879692625025,21.822537534815265
992.8235224618579,538.1176412930596,1008.274579629757,548.9485750465763,18.869136005094457
1000.8823560470726,511.8235280980058,998.7024660174617,545.7779642119077,34.0243391170827
900.2353014150494,454.64706013586715,852.5428648032189,445.4517718140318,48.57079201840501
1025.529405039796,577.5294171462285,1024.1148832474144,583.9518193214608,6.576330405442758
1080.8235426028382,460.11765029270356,1112.1643633226302,523.0503445965342,70.3048437572372
1099.882362542298,531.6470592880039,1125.5496115772041,543.3413532186154,28.205747349705543
979.3529315756618,507.17646971610833,989.784484280497,511.8774266306084,11.441865571039578
902.3529462790586,524.4705887714231,890.4437537938711,528.4863428699485,12.568020792036876
876.2352885750652,491.8823536445938,867.248321544206,499.13135428529426,11.546150297940253
1107.0588373661017,519.8235303895257,1118.9697916594039,516.7802932923086,12.293580609692722
1020.470591243379,464.17647307017035,1033.868543912433,475.67367909403646,17.65476938613013
890.0588229658257,518.2941197467424,906.0653345912424,546.2991858776988,32.25666045042242
951.4117539825886,435.23529483333846,968.8823604782631,432.69964323710656,17.653657421174135
846.9411716567465,570.7647028734361,837.34140250606,586.2607094047889,18.228598030737324
972.588234949435,480.6470603505461,1004.3735485422585,469.1184352142772,33.81146784342174
974.7646983430791,502.8823507681331,974.2872968340657,513.1828338532282,10.311540330481106
1034.2352909411272,489.4705847733241,1041.9775162937256,498.69985742668416,12.046639660937652
971.5294044357418,501.7058795592719,988.2062274770675,494.30069950624375,18.24700299691595
999.9411625926493,428.2352940337186,993.3770211507342,426.23225329043197,6.862953088047004
841.8823578603294,502.00000218332764,841.2442277284279,502.50573609757834,0.8142339082008541
848.8235262388386,490.23529009471577,850.8305004591515,502.4370538021416,12.365718058117547
1063.4705731664337,532.5882439700376,1037.7521508793088,533.9366041474279,25.753743807587558
1012.5294270441889,425.9999997012505,1012.1858582984012,438.48526351821033,12.489990074542446
894.294112693844,449.70587912991397,901.6747471350754,471.68230422084997,23.182688035096653
962.9999902866928,501.17647040838864,952.0748726956432,500.42827506871384,10.950707312524239
861.8823550908353,502.11764544674145,861.9559792739865,504.82716296608885,2.7105176088701532
895.4117617371722,485.1764658253488,846.9824205953639,494.38775301381287,49.297554656372256
892.7647016163164,465.5882308058591,871.6103159861042,475.0362317859252,23.168356737392063
1008.5294114347105,475.6470625347265,1016.6765293861977,485.57588780125434,12.843562671186152
1019.4705954226979,471.47058685016503,1008.0871814344869,468.2990984405338,11.816956154586677
1000.3529407902258,449.8235320370086,1009.5659364878661,458.25438506051773,12.488337456553278
976.4705811728888,508.41176737851686,981.2248122893275,515.5552950811112,8.58094992097301
1102.8235153113287,461.47059121852584,1117.551487636757,459.06451211899264,14.923216323962842
1009.2941331368514,554.4117588564742,1024.4297781620471,559.7068340207596,16.035135525593894
824.6470578099493,498.23529238623564,842.540659886978,506.377770419511,19.659118591977084
957.5882329857112,434.7058808606147,951.5584527940664,433.9113138812871,6.0819064317194185
860.5882342952249,500.88235742801385,859.1701727232361,511.72503718487803,10.93501728082145
1011.058818332919,527.5294197006707,1019.6022622933785,515.9218128177538,14.412736459598927
982.4705884237292,494.2941128721826,982.2681906144164,491.702344696739,2.5996590446550902
930.1764706494846,494.5882354962383,932.8505721003979,493.8794538804403,2.7664399412729073
828.8823475379677,531.8235386486459,822.8547655656222,540.2112458437664,10.328861332422862
965.3529254326191,438.9411781768831,974.4141793450949,437.95117718208604,9.115175502208201
892.3529395821171,493.9411734382604,888.1854552214576,501.07307086167805,8.260259484694927
853.8823561986329,445.88235252295556,843.2100661537638,458.36492093110127,16.422919620635344
931.8823534792944,513.2352954773753,929.4358000526189,513.390308004313,2.4514592701256563
1031.6470493499064,486.6470596582658,1059.0198579470784,487.221389074825,27.378833152202454
1118.4117672249113,486.4705899413047,1126.344364834185,478.8527377931816,10.998080568049971
970.2352998035085,482.11764453978213,975.0574494309465,466.9462443078397,15.919312548825166
1009.5882419484037,505.0588234688944,1027.4881477425408,512.0996170387609,19.234848622551137
1002.9999847477045,497.76470968889976,1006.0250577711637,505.22556271181793,8.050800868661932
1021.4705870640599,459.94118057574246,1050.510098464706,470.23000445061814,30.808328729687165
958.8235352516866,518.3529365566087,956.602363956704,531.2644944663281,13.101218629489825
1035.941173770937,501.7058795592719,1066.5362485934222,492.67058954740446,31.901333341915688
1024.470574526103,446.23529195687775,1022.1977774043398,435.18896659024966,11.277717449116478
1018.1176560974526,505.11764992244173,1001.8193146966689,495.7216766008818,18.812768192798348
960.4117486954719,494.0588263453551,963.5483813483736,507.6108693226722,13.910295944310423
834.6470645068908,476.29411494902354,814.4774003059044,478.98139414019386,20.34789481572601
1062.6470490980348,481.4705921254851,1033.0619267365867,477.85057611675774,29.805770935261883
976.7058876181833,527.5882268668562,969.8089745664508,534.3749673068455,9.676117787777486
883.4705819285037,473.6470595509263,886.8153342262474,490.4345767607085,17.1174794289929
956.6470718580424,472.29411862510403,946.0805226268233,469.81679201101224,10.85306914235164
1064.7647101254213,473.0588239464957,1062.0346187358832,479.9304962842541,7.394138199462064
994.1764617871033,474.05882543839584,1016.1673183508526,483.9597129613291,24.11690996270397
1036.705895473078,470.5294118118122,1054.560705444824,452.72596174926764,25.214223629861696
1082.529425432648,453.5882321904197,1091.286807853742,480.22808098975634,28.04234817059376
905.9411836909603,514.9411758371198,903.5490846820755,523.6680995082284,9.048830555915098
932.8235146069632,512.176467531928,940.9752229575756,529.5168280372033,19.160857274306792
829.2352910425321,530.1176486452206,815.907649064303,528.1876587848226,13.466658886342051
1003.7647064498456,428.1176459484644,1020.8876063751687,424.07328387052127,17.59404917777988
844.5882365108203,498.17646593268836,823.3125285713361,514.0963218836902,26.57249634164764
1040.41176994425,484.5882398645992,1053.2892295406723,488.1854967863803,13.370460837936445
1142.5294009607883,518.5882327271172,1139.458036025025,513.6249773355623,5.836710259250054
1089.6470655634394,497.99999621572726,1101.050942387187,505.1376123419242,13.45339996343506
1006.1176415957718,471.3529435867513,1017.1032102175539,469.58596086476484,11.126767090385256
902.6470550906108,480.6470603505461,872.1216767506171,462.4426356794696,35.54152220156948
1008.7647178800048,507.4705923401641,1010.4247936988265,503.6940690339581,4.12528544546359
880.5294129960957,524.94118111244,868.4571805250803,535.2641532614158,15.884034463031467
831.1764641542591,470.64705507522604,816.8090967741886,482.4570153146648,18.598290413127707
1040.1764634989554,476.8823505534541,1053.3186468871786,479.6479750083324,13.43002840038363
874.4705872156204,511.9411810051004,861.9437112706909,527.6319898908231,20.07795070289615
838.2941204484276,499.35293714154955,809.4796517485534,505.4593255370617,29.45439840996384
1031.4705775976242,484.41176050395717,1050.55125042306,486.175609029648,19.16202591306325
998.1176427035696,510.8235266061057,1004.0061873052307,509.2340551186186,6.099293166858507
1029.7058924015566,497.4117606112967,1050.6353323112605,491.0026088536339,21.888779801228257
821.3529453729769,529.0000038899068,814.6341850647557,573.3341266402127,44.84034099021242
1059.823533388274,476.70588083649307,1060.43276340174,464.56493982456277,12.156216922401427
918.5294158157456,490.2941165482631,920.7339388322109,492.9404100955685,3.4442403035554494
1001.4117713039191,479.52941559523225,952.01933533158,475.17622910168694,49.583898232482674
989.1176479906862,545.0000084729465,993.4816305279801,541.8908278856709,5.358297071840781
962.3529379705762,434.00000199277036,962.7648778019247,431.95601900218287,2.085080547715704
973.882339581668,508.05882794459467,997.1106643039377,495.0554525489369,26.620346374222915
913.5294043855861,477.35294289447097,918.3052136105882,482.3266327487697,6.895356736266079
960.9411639523186,582.7058750353283,968.5281239035227,592.5300277892654,12.412732923650044
1054.999993710397,483.8823513530739,1089.8556054560886,494.03450498210157,36.30399280346146
1027.000013751066,491.11764832320216,1035.9073923125866,488.06986905227666,9.414369406525273
1006.9411656641707,412.9411779622041,1036.935706370124,440.29777405777,40.596253793878866
993.7647159162811,526.1176426776202,1038.4750417612531,542.8094463543766,47.724517254205395
1050.117651666262,426.1176477865047,1052.347130937126,428.44279711584613,3.2213191743366867
859.7647102268261,472.52941479561247,842.3233594438857,475.01129322709346,17.617049630463832
901.1176440130832,452.35294417169206,889.8109737398232,456.3884774597627,12.005262245671606
993.1764659664224,475.4705928177654,991.3771264896354,477.8629682467263,2.993506763950908
889.5882424019912,492.5294157025717,885.8775512444136,511.1955991029521,19.03143798044595
834.2352863093142,552.3529487064885,812.2377057806494,546.2239651666056,22.83545463412648
936.3529496526071,543.8235372640853,934.947317717686,568.9231455669774,25.138936693803874
