participant,set,activity,x,y,timestamp
P07,B,PLAY,796,432,0
P07,B,PLAY,786,438,33
P07,B,PLAY,475,477,65
P07,B,PLAY,368,470,96
P07,B,PLAY,362,496,125
P07,B,PLAY,350,453,154
P07,B,PLAY,363,482,183
P07,B,PLAY,356,473,212
P07,B,PLAY,355,509,242
P07,B,PLAY,341,463,271
P07,B,PLAY,212,467,300
P07,B,PLAY,229,484,332
P07,B,PLAY,540,817,359
P07,B,PLAY,522,850,385
P07,B,PLAY,241,439,413
P07,B,PLAY,238,481,440
P07,B,PLAY,227,477,468
P07,B,PLAY,229,444,497
P07,B,PLAY,237,487,522
P07,B,PLAY,214,493,549
P07,B,PLAY,236,478,576
P07,B,PLAY,545,758,604
P07,B,PLAY,546,784,630
P07,B,PLAY,529,815,656
P07,B,PLAY,556,855,683
P07,B,PLAY,543,806,712
P07,B,PLAY,537,833,739
P07,B,PLAY,330,455,765
P07,B,PLAY,642,375,793
P07,B,PLAY,668,375,821
P07,B,PLAY,658,371,849
P07,B,PLAY,660,372,878
P07,B,PLAY,657,379,906
P07,B,PLAY,664,386,935
P07,B,PLAY,660,358,962
P07,B,PLAY,681,403,992
P07,B,PLAY,666,355,1019
P07,B,PLAY,681,386,1047
P07,B,PLAY,678,378,1075
P07,B,PLAY,668,407,1104
P07,B,PLAY,674,382,1135
P07,B,PLAY,669,389,1164
P07,B,PLAY,674,372,1192
P07,B,PLAY,678,368,1220
P07,B,PLAY,458,237,1249
P07,B,PLAY,214,158,1277
P07,B,PLAY,224,175,1306
P07,B,PLAY,219,152,1335
P07,B,PLAY,226,146,1365
P07,B,PLAY,216,152,1395
P07,B,PLAY,227,163,1427
P07,B,PLAY,217,144,1457
P07,B,PLAY,190,68,1484
P07,B,PLAY,203,74,1513
P07,B,PLAY,192,48,1542
P07,B,PLAY,206,46,1571
P07,B,PLAY,184,68,1603
P07,B,PLAY,184,4,1632
P07,B,PLAY,186,21,1661
P07,B,PLAY,187,-6,1692
P07,B,PLAY,182,30,1721
P07,B,PLAY,197,-6,1750
P07,B,PLAY,184,10,1781
P07,B,PLAY,190,-11,1810
P07,B,PLAY,149,-13,1839
P07,B,PLAY,170,23,1868
P07,B,PLAY,171,-2,1897
P07,B,PLAY,163,-7,1927
P07,B,PLAY,167,-12,1956
P07,B,PLAY,159,-3,1985
P07,B,PLAY,157,3,2015
P07,B,PLAY,161,12,2044
P07,B,PLAY,170,-2,2073
P07,B,PLAY,175,6,2102
P07,B,PLAY,172,-16,2132
P07,B,PLAY,181,-6,2161
P07,B,PLAY,181,-6,2191
P07,B,PLAY,170,3,2220
P07,B,PLAY,181,-17,2251
P07,B,PLAY,172,-11,2280
P07,B,PLAY,180,17,2309
P07,B,PLAY,541,227,2339
P07,B,PLAY,562,338,2368
P07,B,PLAY,566,376,2400
P07,B,PLAY,575,366,2425
P07,B,PLAY,575,376,2450
P07,B,PLAY,563,369,2475
P07,B,PLAY,585,371,2500
P07,B,PLAY,423,392,2526
P07,B,PLAY,455,394,2552
P07,B,PLAY,440,399,2587
P07,B,PLAY,444,392,2616
P07,B,PLAY,438,387,2645
P07,B,PLAY,440,394,2674
P07,B,PLAY,437,394,2703
P07,B,PLAY,454,392,2732
P07,B,PLAY,370,1237,2815
P07,B,PLAY,693,812,2840
P07,B,PLAY,443,402,2897
P07,B,PLAY,438,412,2923
P07,B,PLAY,447,412,2948
P07,B,PLAY,456,430,2978
P07,B,PLAY,439,414,3009
P07,B,PLAY,440,410,3038
P07,B,PLAY,525,384,3067
P07,B,PLAY,521,394,3096
P07,B,PLAY,512,372,3125
P07,B,PLAY,507,378,3154
P07,B,PLAY,515,390,3183
P07,B,PLAY,511,403,3212
P07,B,PLAY,513,372,3241
P07,B,PLAY,515,371,3270
P07,B,PLAY,507,370,3299
P07,B,PLAY,511,383,3330
P07,B,PLAY,512,390,3360
P07,B,PLAY,508,387,3391
P07,B,PLAY,513,393,3420
P07,B,PLAY,512,383,3449
P07,B,PLAY,507,373,3478
P07,B,PLAY,298,418,3507
P07,B,PLAY,301,452,3537
P07,B,PLAY,304,445,3566
P07,B,PLAY,318,466,3595
P07,B,PLAY,314,463,3624
P07,B,PLAY,317,453,3653
P07,B,PLAY,312,460,3683
P07,B,PLAY,364,439,3712
P07,B,PLAY,486,391,3742
P07,B,PLAY,503,410,3771
P07,B,PLAY,494,411,3800
P07,B,PLAY,510,390,3829
P07,B,PLAY,516,416,3859
P07,B,PLAY,505,410,3889
P07,B,PLAY,495,418,3919
P07,B,PLAY,517,400,3948
P07,B,PLAY,507,399,3977
P07,B,PLAY,499,415,4006
P07,B,PLAY,498,389,4035
P07,B,PLAY,506,410,4064
P07,B,PLAY,506,419,4093
P07,B,PLAY,500,403,4122
P07,B,PLAY,514,388,4151
P07,B,PLAY,503,405,4180
P07,B,PLAY,499,404,4209
P07,B,PLAY,503,409,4239
P07,B,PLAY,513,410,4268
P07,B,PLAY,503,398,4297
P07,B,PLAY,500,391,4326
P07,B,PLAY,514,401,4355
P07,B,PLAY,511,401,4384
P07,B,PLAY,511,408,4414
P07,B,PLAY,504,398,4445
P07,B,PLAY,392,433,4474
P07,B,PLAY,412,425,4503
P07,B,PLAY,417,423,4533
P07,B,PLAY,424,431,4562
P07,B,PLAY,408,394,4591
P07,B,PLAY,429,436,4621
P07,B,PLAY,421,443,4650
P07,B,PLAY,426,433,4679
P07,B,PLAY,523,420,4708
P07,B,PLAY,510,417,4737
P07,B,PLAY,508,406,4767
P07,B,PLAY,493,412,4796
P07,B,PLAY,496,412,4825
P07,B,PLAY,501,413,4854
P07,B,PLAY,505,419,4883
P07,B,PLAY,488,416,4912
P07,B,PLAY,500,413,4941
P07,B,PLAY,502,410,4971
P07,B,PLAY,497,422,5001
P07,B,PLAY,497,400,5031
P07,B,PLAY,485,405,5061
P07,B,PLAY,491,391,5090
P07,B,PLAY,495,400,5119
P07,B,PLAY,505,401,5149
P07,B,PLAY,509,410,5178
P07,B,PLAY,494,391,5208
P07,B,PLAY,505,387,5237
P07,B,PLAY,502,401,5266
P07,B,PLAY,510,398,5296
P07,B,PLAY,509,405,5325
P07,B,PLAY,509,403,5355
P07,B,PLAY,508,408,5385
P07,B,PLAY,507,412,5414
P07,B,PLAY,497,409,5443
P07,B,PLAY,506,407,5473
P07,B,PLAY,507,400,5502
P07,B,PLAY,507,401,5531
P07,B,PLAY,500,404,5562
P07,B,PLAY,494,400,5592
P07,B,PLAY,505,405,5621
P07,B,PLAY,504,399,5651
P07,B,PLAY,515,388,5680
P07,B,PLAY,511,409,5710
P07,B,PLAY,506,396,5739
P07,B,PLAY,500,407,5768
P07,B,PLAY,530,408,5798
P07,B,PLAY,507,400,5827
P07,B,PLAY,517,378,5856
P07,B,PLAY,513,398,5885
P07,B,PLAY,509,376,5914
P07,B,PLAY,514,396,5943
P07,B,PLAY,510,398,5973
P07,B,PLAY,513,392,6002
P07,B,PLAY,508,427,6031
P07,B,PLAY,516,392,6060
P07,B,PLAY,519,412,6089
P07,B,PLAY,518,412,6120
P07,B,PLAY,514,406,6150
P07,B,PLAY,588,393,6179
P07,B,PLAY,640,388,6208
P07,B,PLAY,635,384,6238
P07,B,PLAY,657,384,6267
P07,B,PLAY,644,393,6296
P07,B,PLAY,649,383,6326
P07,B,PLAY,645,385,6355
P07,B,PLAY,652,393,6385
P07,B,PLAY,656,393,6415
P07,B,PLAY,651,384,6444
P07,B,PLAY,641,388,6474
P07,B,PLAY,647,383,6503
P07,B,PLAY,654,387,6533
P07,B,PLAY,639,398,6563
P07,B,PLAY,640,379,6592
P07,B,PLAY,644,389,6622
P07,B,PLAY,660,386,6652
P07,B,PLAY,644,386,6683
P07,B,PLAY,653,395,6713
P07,B,PLAY,646,383,6742
P07,B,PLAY,646,394,6772
P07,B,PLAY,652,372,6801
P07,B,PLAY,640,376,6831
P07,B,PLAY,641,380,6860
