participant,set,activity,x,y,timestamp
P24,B,PLAY,236,386,3260
P24,B,PLAY,247,380,3288
P24,B,PLAY,245,377,3317
P24,B,PLAY,249,385,3346
P24,B,PLAY,236,372,3375
P24,B,PLAY,251,383,3404
P24,B,PLAY,250,368,3433
P24,B,PLAY,262,384,3461
P24,B,PLAY,242,376,3490
P24,B,PLAY,259,393,3519
P24,B,PLAY,267,364,3548
P24,B,PLAY,239,381,3577
P24,B,PLAY,254,383,3606
P24,B,PLAY,269,382,3639
P24,B,PLAY,247,396,3669
P24,B,PLAY,249,380,3698
P24,B,PLAY,247,373,3727
P24,B,PLAY,235,376,3757
P24,B,PLAY,254,360,3785
P24,B,PLAY,257,370,3814
P24,B,PLAY,256,369,3843
P24,B,PLAY,378,382,3871
P24,B,PLAY,393,388,3900
P24,B,PLAY,363,390,3929
P24,B,PLAY,377,411,3959
P24,B,PLAY,373,381,3988
P24,B,PLAY,370,387,4017
P24,B,PLAY,399,381,4047
P24,B,PLAY,384,393,4076
P24,B,PLAY,376,385,4105
P24,B,PLAY,389,377,4134
P24,B,PLAY,208,395,4164
P24,B,PLAY,237,414,4197
P24,B,PLAY,236,403,4228
P24,B,PLAY,218,405,4257
P24,B,PLAY,233,388,4285
P24,B,PLAY,221,394,4313
P24,B,PLAY,235,404,4343
P24,B,PLAY,187,398,4372
P24,B,PLAY,161,412,4400
P24,B,PLAY,168,382,4429
P24,B,PLAY,154,399,4458
P24,B,PLAY,153,389,4488
P24,B,PLAY,157,381,4516
P24,B,PLAY,157,384,4546
P24,B,PLAY,171,412,4574
P24,B,PLAY,173,426,4604
P24,B,PLAY,189,399,4632
P24,B,PLAY,197,396,4661
P24,B,PLAY,201,415,4690
P24,B,PLAY,182,411,4718
P24,B,PLAY,305,409,4752
P24,B,PLAY,318,411,4781
P24,B,PLAY,324,402,4810
P24,B,PLAY,312,427,4839
P24,B,PLAY,319,406,4868
P24,B,PLAY,322,415,4897
P24,B,PLAY,318,413,4927
P24,B,PLAY,312,429,4955
P24,B,PLAY,317,417,4985
P24,B,PLAY,321,423,5014
P24,B,PLAY,405,416,5043
P24,B,PLAY,398,415,5072
P24,B,PLAY,398,421,5101
P24,B,PLAY,407,404,5130
P24,B,PLAY,402,425,5159
P24,B,PLAY,223,447,5188
P24,B,PLAY,227,465,5218
P24,B,PLAY,208,449,5246
P24,B,PLAY,217,468,5276
P24,B,PLAY,213,478,5310
P24,B,PLAY,212,460,5340
P24,B,PLAY,220,455,5369
P24,B,PLAY,217,457,5398
P24,B,PLAY,220,435,5427
P24,B,PLAY,209,452,5455
P24,B,PLAY,204,429,5484
P24,B,PLAY,166,440,5512
P24,B,PLAY,174,433,5541
P24,B,PLAY,176,419,5571
P24,B,PLAY,183,440,5600
P24,B,PLAY,311,463,5630
P24,B,PLAY,327,462,5659
P24,B,PLAY,331,446,5688
P24,B,PLAY,330,429,5716
P24,B,PLAY,318,440,5745
P24,B,PLAY,328,445,5774
P24,B,PLAY,336,462,5803
P24,B,PLAY,331,460,5832
P24,B,PLAY,396,445,5866
P24,B,PLAY,387,457,5896
P24,B,PLAY,365,455,5924
P24,B,PLAY,396,454,5953
P24,B,PLAY,393,481,5982
P24,B,PLAY,409,452,6011
P24,B,PLAY,400,439,6039
P24,B,PLAY,396,453,6067
P24,B,PLAY,429,480,6096
P24,B,PLAY,453,461,6124
P24,B,PLAY,462,456,6154
P24,B,PLAY,426,455,6183
P24,B,PLAY,422,460,6213
P24,B,PLAY,411,453,6242
P24,B,PLAY,429,440,6272
P24,B,PLAY,429,446,6301
P24,B,PLAY,428,461,6330
P24,B,PLAY,428,456,6359
P24,B,PLAY,422,449,6388
P24,B,PLAY,441,411,6422
P24,B,PLAY,557,361,6452
P24,B,PLAY,575,387,6480
P24,B,PLAY,563,341,6508
P24,B,PLAY,560,362,6538
P24,B,PLAY,561,358,6566
P24,B,PLAY,590,338,6595
P24,B,PLAY,570,361,6623
P24,B,PLAY,581,363,6651
P24,B,PLAY,677,285,6680
P24,B,PLAY,1089,414,6709
P24,B,PLAY,1386,467,6737
P24,B,PLAY,1361,487,6766
P24,B,PLAY,1386,456,6796
P24,B,PLAY,1365,458,6825
P24,B,PLAY,1355,447,6855
P24,B,PLAY,1360,483,6884
P24,B,PLAY,1349,453,6914
P24,B,PLAY,1374,451,6942
P24,B,PLAY,1343,463,6976
P24,B,PLAY,794,190,7005
P24,B,PLAY,377,112,7035
P24,B,PLAY,362,97,7065
P24,B,PLAY,366,99,7093
P24,B,PLAY,349,102,7122
P24,B,PLAY,369,96,7150
P24,B,PLAY,359,107,7178
P24,B,PLAY,298,57,7207
P24,B,PLAY,266,69,7236
P24,B,PLAY,258,50,7264
P24,B,PLAY,250,62,7292
P24,B,PLAY,276,58,7321
P24,B,PLAY,279,55,7349
P24,B,PLAY,269,55,7377
P24,B,PLAY,270,64,7405
P24,B,PLAY,262,58,7434
P24,B,PLAY,371,34,7463
P24,B,PLAY,364,41,7492
P24,B,PLAY,359,26,7525
P24,B,PLAY,362,27,7555
P24,B,PLAY,354,46,7584
P24,B,PLAY,366,35,7613
P24,B,PLAY,359,44,7643
P24,B,PLAY,397,30,7671
P24,B,PLAY,477,59,7701
P24,B,PLAY,501,41,7731
P24,B,PLAY,471,49,7760
P24,B,PLAY,480,40,7790
P24,B,PLAY,496,45,7819
P24,B,PLAY,485,53,7849
P24,B,PLAY,505,30,7879
P24,B,PLAY,905,153,7908
P24,B,PLAY,1135,373,7938
P24,B,PLAY,1127,403,7968
P24,B,PLAY,1138,405,7998
P24,B,PLAY,1116,418,8028
P24,B,PLAY,1120,422,8062
P24,B,PLAY,1143,413,8093
P24,B,PLAY,1115,424,8123
P24,B,PLAY,1116,432,8153
P24,B,PLAY,956,375,8182
P24,B,PLAY,679,378,8212
P24,B,PLAY,688,357,8242
P24,B,PLAY,676,341,8272
P24,B,PLAY,679,357,8302
P24,B,PLAY,675,352,8332
P24,B,PLAY,674,369,8362
P24,B,PLAY,679,360,8392
P24,B,PLAY,677,361,8422
P24,B,PLAY,673,336,8451
P24,B,PLAY,629,56,8481
P24,B,PLAY,607,78,8511
P24,B,PLAY,593,79,8542
P24,B,PLAY,599,71,8572
P24,B,PLAY,598,61,8602
P24,B,PLAY,586,64,8636
P24,B,PLAY,596,68,8667
P24,B,PLAY,591,65,8697
P24,B,PLAY,591,64,8727
P24,B,PLAY,1002,-35,8757
P24,B,PLAY,1179,-38,8787
P24,B,PLAY,1239,-97,8819
P24,B,PLAY,1167,-59,8855
P24,B,PLAY,1117,-42,8887
P24,B,PLAY,1004,4,8916
P24,B,PLAY,561,143,8946
P24,B,PLAY,567,155,8976
P24,B,PLAY,571,139,9006
P24,B,PLAY,570,147,9036
P24,B,PLAY,564,145,9066
P24,B,PLAY,570,151,9096
P24,B,PLAY,563,158,9132
P24,B,PLAY,1182,19,9203
P24,B,PLAY,1230,31,9311
P24,B,PLAY,936,37,9383
P24,B,PLAY,862,73,9498
P24,B,PLAY,924,45,9543
P24,B,PLAY,989,29,9578
P24,B,PLAY,989,19,9608
P24,B,PLAY,881,63,9642
P24,B,PLAY,891,66,9671
P24,B,PLAY,914,64,9705
P24,B,PLAY,1006,45,9735
P24,B,PLAY,1046,56,9766
P24,B,PLAY,1040,8,9796
P24,B,PLAY,955,57,9831
P24,B,PLAY,985,36,9862
P24,B,PLAY,815,64,9892
P24,B,PLAY,633,32,9925
P24,B,PLAY,611,57,9956
P24,B,PLAY,624,59,9987
P24,B,PLAY,612,61,10018
P24,B,PLAY,599,59,10049
P24,B,PLAY,524,47,10081
P24,B,PLAY,531,58,10112
P24,B,PLAY,524,49,10143
P24,B,PLAY,533,46,10174
P24,B,PLAY,530,58,10206
P24,B,PLAY,531,65,10237
P24,B,PLAY,538,55,10268
P24,B,PLAY,537,54,10299
P24,B,PLAY,542,67,10330
P24,B,PLAY,473,78,10362
P24,B,PLAY,486,55,10398
P24,B,PLAY,485,49,10430
P24,B,PLAY,490,63,10462
P24,B,PLAY,481,54,10492
P24,B,PLAY,487,66,10523
P24,B,PLAY,490,70,10554
P24,B,PLAY,150,0,10585
P24,B,PLAY,180,19,10616
P24,B,PLAY,177,20,10647
P24,B,PLAY,176,15,10679
P24,B,PLAY,165,16,10709
P24,B,PLAY,163,10,10740
P24,B,PLAY,161,8,10770
P24,B,PLAY,170,12,10800
P24,B,PLAY,166,12,10831
P24,B,PLAY,173,15,10861
P24,B,PLAY,167,10,10892
P24,B,PLAY,169,20,10922
P24,B,PLAY,158,28,10957
P24,B,PLAY,368,49,10988
P24,B,PLAY,348,54,11018
P24,B,PLAY,369,48,11048
P24,B,PLAY,365,58,11078
P24,B,PLAY,365,39,11108
P24,B,PLAY,358,52,11138
P24,B,PLAY,705,309,11168
P24,B,PLAY,1018,416,11197
P24,B,PLAY,999,424,11227
P24,B,PLAY,1010,410,11257
P24,B,PLAY,1031,415,11287
P24,B,PLAY,1019,397,11316
P24,B,PLAY,1006,437,11346
P24,B,PLAY,1027,430,11375
P24,B,PLAY,1043,393,11405
P24,B,PLAY,1044,402,11434
P24,B,PLAY,1037,407,11464
P24,B,PLAY,1050,410,11496
P24,B,PLAY,1013,408,11529
P24,B,PLAY,1024,417,11559
P24,B,PLAY,1025,410,11589
P24,B,PLAY,1022,403,11619
P24,B,PLAY,853,409,11649
P24,B,PLAY,271,520,11679
P24,B,PLAY,149,525,11709
P24,B,PLAY,138,537,11740
P24,B,PLAY,134,541,11770
P24,B,PLAY,128,530,11801
P24,B,PLAY,142,536,11831
P24,B,PLAY,150,530,11862
P24,B,PLAY,301,376,11892
P24,B,PLAY,977,302,12162
P24,B,PLAY,905,186,12252
P24,B,PLAY,893,171,12277
P24,B,PLAY,905,176,12308
P24,B,PLAY,909,193,12339
P24,B,PLAY,668,126,12370
P24,B,PLAY,330,59,12400
P24,B,PLAY,302,70,12431
P24,B,PLAY,308,76,12462
P24,B,PLAY,323,69,12493
P24,B,PLAY,363,88,12524
P24,B,PLAY,336,60,12554
P24,B,PLAY,316,70,12584
P24,B,PLAY,324,62,12615
P24,B,PLAY,491,297,12650
P24,B,PLAY,657,441,12682
P24,B,PLAY,645,452,12713
P24,B,PLAY,648,438,12744
P24,B,PLAY,650,455,12776
P24,B,PLAY,641,448,12808
P24,B,PLAY,651,444,12838
P24,B,PLAY,642,441,12868
P24,B,PLAY,657,449,12897
P24,B,PLAY,651,452,12927
P24,B,PLAY,645,466,12957
P24,B,PLAY,646,453,12986
P24,B,PLAY,662,464,13015
P24,B,PLAY,657,453,13044
P24,B,PLAY,669,455,13073
P24,B,PLAY,686,396,13103
P24,B,PLAY,679,393,13134
P24,B,PLAY,693,396,13164
P24,B,PLAY,687,392,13195
P24,B,PLAY,686,413,13226
P24,B,PLAY,716,356,13255
P24,B,PLAY,686,403,13283
P24,B,PLAY,645,457,13312
P24,B,PLAY,654,493,13340
P24,B,PLAY,663,492,13369
P24,B,PLAY,653,473,13398
P24,B,PLAY,674,461,13427
P24,B,PLAY,660,476,13455
P24,B,PLAY,640,479,13484
P24,B,PLAY,675,467,13512
P24,B,PLAY,662,493,13541
P24,B,PLAY,670,511,13569
P24,B,PLAY,640,499,13597
P24,B,PLAY,971,810,13625
P24,B,PLAY,1233,1149,13653
P24,B,PLAY,1596,1534,13683
P24,B,PLAY,2350,-845,13772
P24,B,PLAY,1537,1041,14855
P24,B,PLAY,1576,730,17067
P24,B,PLAY,-132,448,17195
P24,B,PLAY,1705,288,17285
P24,B,PLAY,1562,422,17910
P24,B,PLAY,1599,522,18004
P24,B,PLAY,876,240,18280
P24,B,PLAY,886,-38,18526
P24,B,PLAY,853,33,18565
P24,B,PLAY,434,547,19342
P24,B,PLAY,431,583,19378
P24,B,PLAY,423,500,19418
P24,B,PLAY,319,170,19610
P24,B,PLAY,311,168,19650
P24,B,PLAY,322,163,19702
P24,B,PLAY,323,149,19743
P24,B,PLAY,443,81,19920
P24,B,PLAY,566,130,19996
P24,B,PLAY,550,115,20079
P24,B,PLAY,197,98,20119
P24,B,PLAY,182,106,20153
P24,B,PLAY,210,112,20186
P24,B,PLAY,181,100,20280
P24,B,PLAY,1153,95,20411
P24,B,PLAY,1124,95,20451
P24,B,PLAY,1143,84,20480
P24,B,PLAY,1140,80,20510
P24,B,PLAY,1149,89,20541
P24,B,PLAY,991,207,20571
P24,B,PLAY,555,370,20601
P24,B,PLAY,478,401,20631
P24,B,PLAY,470,396,20662
P24,B,PLAY,479,401,20692
P24,B,PLAY,478,402,20722
P24,B,PLAY,477,403,20751
P24,B,PLAY,481,392,20781
P24,B,PLAY,320,438,20810
P24,B,PLAY,323,445,20840
P24,B,PLAY,322,453,20873
P24,B,PLAY,320,449,20904
P24,B,PLAY,334,454,20934
P24,B,PLAY,320,461,20964
P24,B,PLAY,329,453,20996
P24,B,PLAY,329,457,21026
P24,B,PLAY,380,484,21056
P24,B,PLAY,338,454,21087
P24,B,PLAY,332,471,21115
P24,B,PLAY,325,465,21144
P24,B,PLAY,335,460,21174
P24,B,PLAY,326,449,21204
P24,B,PLAY,331,461,21234
P24,B,PLAY,320,450,21264
P24,B,PLAY,339,464,21294
P24,B,PLAY,316,470,21324
P24,B,PLAY,332,460,21354
P24,B,PLAY,328,467,21384
P24,B,PLAY,550,352,21414
P24,B,PLAY,527,373,21447
P24,B,PLAY,554,367,21478
P24,B,PLAY,521,374,21508
P24,B,PLAY,523,356,21536
P24,B,PLAY,545,349,21567
P24,B,PLAY,532,360,21597
P24,B,PLAY,527,361,21627
P24,B,PLAY,432,433,21657
P24,B,PLAY,339,472,21687
P24,B,PLAY,326,464,21717
P24,B,PLAY,308,480,21747
P24,B,PLAY,336,454,21777
P24,B,PLAY,296,484,21806
P24,B,PLAY,327,472,21835
P24,B,PLAY,345,470,21865
P24,B,PLAY,307,458,21895
P24,B,PLAY,310,477,21924
P24,B,PLAY,307,487,21954
P24,B,PLAY,331,472,21987
P24,B,PLAY,321,462,22017
P24,B,PLAY,316,463,22048
P24,B,PLAY,324,474,22078
P24,B,PLAY,320,460,22108
P24,B,PLAY,311,458,22140
P24,B,PLAY,300,449,22172
P24,B,PLAY,312,486,22203
P24,B,PLAY,291,452,22234
P24,B,PLAY,317,447,22264
P24,B,PLAY,296,454,22294
P24,B,PLAY,311,451,22325
P24,B,PLAY,321,463,22354
P24,B,PLAY,302,446,22385
P24,B,PLAY,291,459,22416
P24,B,PLAY,311,462,22446
P24,B,PLAY,303,447,22477
P24,B,PLAY,316,449,22506
P24,B,PLAY,322,445,22539
P24,B,PLAY,307,450,22570
P24,B,PLAY,326,455,22600
P24,B,PLAY,315,450,22629
P24,B,PLAY,312,447,22659
P24,B,PLAY,297,430,22690
P24,B,PLAY,411,398,22720
P24,B,PLAY,533,406,22749
P24,B,PLAY,560,377,22779
P24,B,PLAY,547,377,22808
P24,B,PLAY,544,397,22836
P24,B,PLAY,558,397,22865
P24,B,PLAY,558,385,22894
P24,B,PLAY,575,403,22923
P24,B,PLAY,581,389,22952
P24,B,PLAY,567,369,22980
P24,B,PLAY,622,363,23009
P24,B,PLAY,667,359,23037
P24,B,PLAY,692,351,23067
P24,B,PLAY,673,357,23099
P24,B,PLAY,682,363,23128
P24,B,PLAY,668,374,23158
P24,B,PLAY,675,354,23188
P24,B,PLAY,669,379,23217
P24,B,PLAY,682,394,23249
P24,B,PLAY,662,377,23279
P24,B,PLAY,683,366,23308
P24,B,PLAY,673,381,23338
P24,B,PLAY,687,356,23368
P24,B,PLAY,689,362,23396
P24,B,PLAY,696,354,23425
P24,B,PLAY,672,349,23455
P24,B,PLAY,678,362,23485
P24,B,PLAY,671,363,23513
P24,B,PLAY,681,366,23543
P24,B,PLAY,940,235,23571
P24,B,PLAY,1218,144,23600
P24,B,PLAY,1222,125,23630
P24,B,PLAY,1208,128,23662
P24,B,PLAY,1208,121,23692
P24,B,PLAY,1217,136,23721
P24,B,PLAY,1223,123,23749
P24,B,PLAY,1193,149,23778
P24,B,PLAY,1243,116,23809
P24,B,PLAY,1229,133,23839
P24,B,PLAY,1231,127,23868
P24,B,PLAY,1099,79,23897
P24,B,PLAY,1077,97,23927
P24,B,PLAY,1019,144,23956
P24,B,PLAY,1048,115,23985
P24,B,PLAY,1045,105,24014
P24,B,PLAY,1086,109,24044
P24,B,PLAY,1083,124,24073
P24,B,PLAY,1029,131,24101
P24,B,PLAY,1042,93,24129
P24,B,PLAY,1032,107,24158
P24,B,PLAY,1071,102,24187
P24,B,PLAY,1058,113,24219
P24,B,PLAY,870,253,24248
P24,B,PLAY,394,442,24276
P24,B,PLAY,367,440,24306
P24,B,PLAY,383,446,24335
P24,B,PLAY,378,465,24366
P24,B,PLAY,363,460,24396
P24,B,PLAY,385,456,24426
P24,B,PLAY,341,468,24456
P24,B,PLAY,9,465,24485
P24,B,PLAY,26,463,24516
P24,B,PLAY,33,462,24545
P24,B,PLAY,11,453,24575
P24,B,PLAY,32,453,24604
P24,B,PLAY,28,451,24634
P24,B,PLAY,33,470,24663
P24,B,PLAY,36,456,24692
P24,B,PLAY,45,448,24722
P24,B,PLAY,20,445,24751
P24,B,PLAY,38,426,24784
P24,B,PLAY,27,466,24813
P24,B,PLAY,36,449,24842
P24,B,PLAY,135,452,24872
P24,B,PLAY,642,480,24901
P24,B,PLAY,688,440,24932
P24,B,PLAY,668,460,24961
P24,B,PLAY,680,446,24991
P24,B,PLAY,677,455,25019
P24,B,PLAY,641,449,25048
P24,B,PLAY,672,456,25077
P24,B,PLAY,671,499,25105
P24,B,PLAY,621,480,25133
P24,B,PLAY,639,494,25161
P24,B,PLAY,641,458,25191
P24,B,PLAY,651,458,25220
P24,B,PLAY,631,463,25249
P24,B,PLAY,624,470,25279
P24,B,PLAY,466,402,25308
P24,B,PLAY,457,384,25341
P24,B,PLAY,466,370,25371
P24,B,PLAY,460,350,25401
P24,B,PLAY,469,388,25430
P24,B,PLAY,458,359,25459
P24,B,PLAY,450,360,25489
P24,B,PLAY,164,449,25518
P24,B,PLAY,77,462,25548
P24,B,PLAY,88,442,25577
P24,B,PLAY,102,464,25606
P24,B,PLAY,94,441,25636
P24,B,PLAY,115,449,25665
P24,B,PLAY,152,472,25695
P24,B,PLAY,171,453,25724
P24,B,PLAY,169,483,25754
P24,B,PLAY,193,461,25783
P24,B,PLAY,200,466,25813
P24,B,PLAY,204,491,25842
P24,B,PLAY,171,437,25872
P24,B,PLAY,201,492,25904
P24,B,PLAY,183,439,25935
P24,B,PLAY,181,439,25964
P24,B,PLAY,192,444,25993
P24,B,PLAY,199,443,26023
P24,B,PLAY,193,449,26053
P24,B,PLAY,219,452,26082
P24,B,PLAY,203,444,26111
P24,B,PLAY,216,476,26141
P24,B,PLAY,202,447,26170
P24,B,PLAY,218,456,26200
P24,B,PLAY,219,446,26230
P24,B,PLAY,230,462,26259
P24,B,PLAY,283,442,26288
P24,B,PLAY,291,463,26317
P24,B,PLAY,285,470,26346
P24,B,PLAY,297,461,26375
P24,B,PLAY,281,456,26404
P24,B,PLAY,287,447,26434
P24,B,PLAY,304,482,26466
P24,B,PLAY,297,462,26496
P24,B,PLAY,287,453,26525
P24,B,PLAY,283,463,26554
P24,B,PLAY,303,469,26583
P24,B,PLAY,308,466,26614
P24,B,PLAY,308,455,26644
P24,B,PLAY,321,476,26674
P24,B,PLAY,311,453,26704
P24,B,PLAY,311,479,26733
P24,B,PLAY,317,464,26761
P24,B,PLAY,309,465,26791
P24,B,PLAY,320,482,26820
P24,B,PLAY,343,463,26849
P24,B,PLAY,327,468,26878
P24,B,PLAY,333,453,26908
P24,B,PLAY,325,464,26937
P24,B,PLAY,373,443,26965
P24,B,PLAY,387,452,26995
P24,B,PLAY,405,477,27028
P24,B,PLAY,387,449,27058
P24,B,PLAY,398,447,27087
P24,B,PLAY,397,483,27116
P24,B,PLAY,384,444,27146
P24,B,PLAY,399,457,27176
P24,B,PLAY,403,451,27206
P24,B,PLAY,401,452,27236
P24,B,PLAY,409,458,27264
P24,B,PLAY,402,460,27293
P24,B,PLAY,401,460,27321
P24,B,PLAY,425,473,27350
P24,B,PLAY,430,456,27379
P24,B,PLAY,405,463,27407
P24,B,PLAY,412,438,27436
P24,B,PLAY,412,445,27465
P24,B,PLAY,406,455,27494
P24,B,PLAY,398,447,27523
P24,B,PLAY,407,458,27552
P24,B,PLAY,404,445,27584
P24,B,PLAY,408,455,27614
P24,B,PLAY,409,458,27643
P24,B,PLAY,410,428,27673
P24,B,PLAY,409,442,27702
P24,B,PLAY,405,444,27732
P24,B,PLAY,392,429,27762
P24,B,PLAY,409,467,27791
P24,B,PLAY,406,456,27821
P24,B,PLAY,395,453,27851
P24,B,PLAY,414,461,27880
P24,B,PLAY,402,459,27908
P24,B,PLAY,412,443,27938
P24,B,PLAY,396,463,27967
P24,B,PLAY,416,467,27996
P24,B,PLAY,400,450,28026
P24,B,PLAY,415,473,28055
P24,B,PLAY,412,446,28085
P24,B,PLAY,415,461,28113
P24,B,PLAY,506,457,28146
P24,B,PLAY,519,446,28177
P24,B,PLAY,514,468,28207
P24,B,PLAY,531,435,28236
P24,B,PLAY,513,448,28265
P24,B,PLAY,504,465,28296
P24,B,PLAY,499,448,28325
P24,B,PLAY,519,455,28354
P24,B,PLAY,495,450,28383
P24,B,PLAY,510,450,28413
P24,B,PLAY,491,457,28442
P24,B,PLAY,496,443,28472
P24,B,PLAY,494,451,28502
P24,B,PLAY,507,460,28531
P24,B,PLAY,441,451,28561
P24,B,PLAY,401,466,28591
P24,B,PLAY,427,448,28621
P24,B,PLAY,399,459,28651
P24,B,PLAY,413,468,28682
P24,B,PLAY,413,459,28716
P24,B,PLAY,422,471,28747
P24,B,PLAY,418,464,28776
P24,B,PLAY,412,463,28806
P24,B,PLAY,408,445,28837
P24,B,PLAY,421,454,28868
P24,B,PLAY,416,470,28897
P24,B,PLAY,428,445,28927
P24,B,PLAY,424,454,28957
P24,B,PLAY,422,450,28986
P24,B,PLAY,413,452,29016
P24,B,PLAY,428,457,29046
P24,B,PLAY,417,461,29075
P24,B,PLAY,414,457,29105
P24,B,PLAY,430,456,29134
P24,B,PLAY,416,456,29164
P24,B,PLAY,419,454,29193
P24,B,PLAY,430,454,29223
P24,B,PLAY,435,463,29252
P24,B,PLAY,426,448,29285
P24,B,PLAY,396,459,29315
P24,B,PLAY,416,425,29345
P24,B,PLAY,404,450,29377
P24,B,PLAY,417,451,29408
P24,B,PLAY,412,440,29438
P24,B,PLAY,420,441,29469
P24,B,PLAY,393,448,29500
P24,B,PLAY,408,433,29531
P24,B,PLAY,466,445,29590
P24,B,PLAY,458,449,29666
P24,B,PLAY,456,457,29756
P24,B,PLAY,416,423,29877
P24,B,PLAY,404,433,29947
P24,B,PLAY,411,427,29983
P24,B,PLAY,408,412,30016
P24,B,PLAY,417,415,30047
P24,B,PLAY,471,376,30079
P24,B,PLAY,465,382,30110
P24,B,PLAY,463,369,30142
P24,B,PLAY,460,382,30173
P24,B,PLAY,464,376,30204
P24,B,PLAY,464,368,30234
P24,B,PLAY,456,376,30265
P24,B,PLAY,461,383,30297
P24,B,PLAY,461,378,30329
P24,B,PLAY,460,384,30360
P24,B,PLAY,462,383,30392
P24,B,PLAY,458,381,30424
P24,B,PLAY,458,396,30456
P24,B,PLAY,466,384,30492
P24,B,PLAY,459,385,30525
P24,B,PLAY,456,384,30557
P24,B,PLAY,459,378,30588
P24,B,PLAY,461,384,30620
P24,B,PLAY,454,378,30653
P24,B,PLAY,468,376,30684
P24,B,PLAY,478,391,30715
P24,B,PLAY,454,474,30748
P24,B,PLAY,445,466,30780
P24,B,PLAY,440,459,30811
P24,B,PLAY,435,455,30842
P24,B,PLAY,440,453,30874
P24,B,PLAY,446,462,30906
P24,B,PLAY,452,448,30938
P24,B,PLAY,443,440,30970
P24,B,PLAY,443,456,31000
P24,B,PLAY,441,457,31036
P24,B,PLAY,452,462,31067
P24,B,PLAY,439,461,31099
P24,B,PLAY,444,453,31130
P24,B,PLAY,452,449,31161
P24,B,PLAY,445,444,31193
P24,B,PLAY,447,446,31224
P24,B,PLAY,478,372,31255
P24,B,PLAY,482,373,31286
P24,B,PLAY,477,371,31318
P24,B,PLAY,485,376,31350
P24,B,PLAY,478,381,31381
P24,B,PLAY,483,370,31411
P24,B,PLAY,483,372,31442
P24,B,PLAY,506,378,31472
P24,B,PLAY,491,365,31503
P24,B,PLAY,491,367,31533
P24,B,PLAY,490,380,31563
P24,B,PLAY,486,383,31599
P24,B,PLAY,497,375,31630
P24,B,PLAY,494,393,31661
P24,B,PLAY,498,388,31692
P24,B,PLAY,508,378,31723
P24,B,PLAY,482,389,31753
P24,B,PLAY,489,372,31783
P24,B,PLAY,494,379,31814
P24,B,PLAY,491,377,31844
P24,B,PLAY,492,375,31874
P24,B,PLAY,493,382,31904
P24,B,PLAY,501,377,31934
P24,B,PLAY,508,374,31965
P24,B,PLAY,503,391,31995
P24,B,PLAY,505,378,32025
P24,B,PLAY,499,380,32055
P24,B,PLAY,490,382,32085
P24,B,PLAY,498,375,32116
P24,B,PLAY,498,394,32152
P24,B,PLAY,498,386,32184
P24,B,PLAY,501,388,32214
P24,B,PLAY,491,381,32245
P24,B,PLAY,488,375,32274
P24,B,PLAY,496,385,32304
P24,B,PLAY,499,377,32334
P24,B,PLAY,505,376,32364
P24,B,PLAY,505,384,32396
P24,B,PLAY,502,373,32427
P24,B,PLAY,485,386,32458
P24,B,PLAY,398,427,32489
