t_sec,x,y,dt,dx,dy,disp,speed,accel,direction,roi,roi_change,dwell_time,fix_flag,fix_dur,sacc_amp,speed_mean,speed_std,accel_mean,disp_mean,Dax_fc,Day_fc,alpha_fc,participant,cluster,x_next,y_next,t_next,dt_next
0.32,620.2687177860618,579.5064258166279,0.03200000000000003,-18.50010024317885,-14.547866410122538,23.534955408804958,735.4673565251543,15068.087349800053,-2.4752200372378286,32,1,0.03200000000000003,0,0.0,23.534955408804958,544.623350036557,440.5384577979636,2298.335489141105,17.427947201169825,0.0,0.0,0.8,CLUSTER_0_MEAN,0,617.573029800261,585.2387585012547,0.352,0.03199999999999997
0.352,617.573029800261,585.2387585012547,0.03199999999999997,-2.6956879858007596,5.732332684626726,6.334538003992904,197.95431262477842,-16797.28262188676,2.0103703243500677,32,0,0.064,0,0.0,6.334538003992904,522.5761535171603,452.8993175960962,-688.9748912311522,16.722436912549128,0.0,0.0,0.8,CLUSTER_0_MEAN,0,614.4716169198143,595.896942975259,0.384,0.03200000000000003
0.384,614.4716169198143,595.896942975259,0.03200000000000003,-3.1014128804466736,10.658184474004315,11.100254868105829,346.8829646283068,4654.020375110258,1.8539656496333605,40,1,0.03200000000000003,0,0.0,11.100254868105829,398.80765429914277,257.31848387385713,-3867.7656005630497,12.76184493757257,0.0,0.0,0.8,CLUSTER_0_MEAN,0,594.2610128783192,586.114750570457,0.416,0.03199999999999997
0.416,594.2610128783192,586.114750570457,0.03199999999999997,-20.210604041495117,-9.782192404802004,22.453503155780943,701.6719736181551,11087.156530932769,-2.690816354872813,32,1,0.03199999999999997,0,0.0,22.453503155780943,427.8311919546891,274.68342740711506,906.985551735821,13.69059814255005,0.0,0.0,0.8,CLUSTER_0_MEAN,0,590.933027485072,601.5890171796243,0.448,0.03200000000000003
0.448,590.933027485072,601.5890171796243,0.03200000000000003,-3.327985393247218,15.47426660916733,15.828089394151709,494.6277935672405,-6470.130626591076,1.7826353704400495,40,1,0.03200000000000003,0,0.0,15.828089394151709,431.54163062169056,275.37880020817687,115.95120834379323,13.8093321798941,0.0,0.0,0.8,CLUSTER_0_MEAN,0,585.6496144755132,595.3946512115328,0.48,0.03199999999999997
0.48,585.6496144755132,595.3946512115328,0.03199999999999997,-5.283413009558785,-6.194365968091461,8.141536880480533,254.42302751501688,-7506.398939131994,-2.276993850485569,40,0,0.064,0,0.0,8.141536880480533,425.8882583040563,278.6897981926389,-176.6678849260722,13.628424265729802,0.0,0.0,0.8,CLUSTER_0_MEAN,0,589.7193274771882,596.6228537583754,0.512,0.03200000000000003
0.512,589.7193274771882,596.6228537583754,0.03200000000000003,4.069713001675041,1.2282025468425672,4.251005223717496,132.84391324117163,-3799.347321057661,0.2930990555005862,40,0,0.09600000000000003,0,0.0,4.251005223717496,429.6902120590852,273.88951094044313,118.81105484465093,13.750086785890726,0.0,0.0,0.8,CLUSTER_0_MEAN,0,596.0861725656271,593.1375800198224,0.544,0.03200000000000003
0.544,596.0861725656271,593.1375800198224,0.03200000000000003,6.366845088438822,-3.485273738553019,7.258364100320739,226.82387813502288,2936.873902932849,-0.5008524402052738,40,0,0.12800000000000006,0,0.0,7.258364100320739,358.62773536401477,212.91013884800745,-2220.7023967209534,11.476087531648474,0.0,0.0,0.8,CLUSTER_0_MEAN,0,605.1971055436765,602.1641687606696,0.576,0.03199999999999992
0.576,605.1971055436765,602.1641687606696,0.03199999999999992,9.11093297804939,9.02658874084716,12.825303272316669,400.7907272598969,5436.464035152328,0.7807479344115049,40,0,0.15999999999999998,0,0.0,12.825303272316669,374.4774508446296,209.1539811919321,495.30360876921077,11.983278427028145,0.0,0.0,0.8,CLUSTER_0_MEAN,0,620.6762194428723,629.0091141852673,0.608,0.03200000000000003
0.608,620.6762194428723,629.0091141852673,0.03200000000000003,15.479113899195795,26.844945424597768,30.987966405588946,968.3739501746537,17736.975716086134,1.0477515355457454,40,0,0.192,0,0.0,30.987966405588946,445.9859897289398,274.99496647459466,2234.641840134689,14.271551671326074,0.0,0.0,0.8,CLUSTER_0_MEAN,0,616.7594000818847,643.8353581788242,0.64,0.03200000000000003
0.64,616.7594000818847,643.8353581788242,0.03200000000000003,-3.9168193609875743,14.826243993556886,15.334894354480854,479.2154485775263,-15286.203174910219,1.829077108904789,40,0,0.22400000000000003,0,0.0,15.334894354480854,420.3607989341769,256.3284168270933,-800.787212336338,13.451545565893662,-9507.772067274938,-9592.335787755725,0.8,CLUSTER_0_MEAN,0,633.3917737580665,621.4060503732013,0.672,0.03200000000000003
0.672,633.3917737580665,621.4060503732013,0.03200000000000003,16.632373676181828,-22.429307805622898,27.923282449302455,872.602576540701,12293.347748849199,-0.9327274765024866,40,0,0.25600000000000006,0,0.0,27.923282449302455,487.82562532576924,279.0621730243193,2108.2758247372576,15.610420010424615,-9479.851262556198,-9816.031578008919,0.8,CLUSTER_0_MEAN,0,648.1200244414002,610.9952706633665,0.704,0.03199999999999992
0.704,648.1200244414002,610.9952706633665,0.03199999999999992,14.728250683333727,-10.410779709834856,18.03623304234644,563.6322825733276,-9655.321686480442,-0.6153137394876967,40,0,0.288,0,0.0,18.03623304234644,509.5005571202713,275.2907668292849,677.3416185781876,16.30401782784868,-9691.476699307297,-9568.564370676571,0.8,CLUSTER_0_MEAN,0,658.8145874085004,608.4441733185832,0.736,0.03200000000000003
0.736,658.8145874085004,608.4441733185832,0.03200000000000003,10.694562967100183,-2.5510973447832157,10.994624810325755,343.58202532267956,-6876.570539082747,-0.2341654815606636,40,0,0.32,0,0.0,10.994624810325755,473.6915622907237,270.7687249052103,-1119.0310884233636,15.15812999330316,-9899.379327121625,-9425.784631874732,0.8,CLUSTER_0_MEAN,0,676.3737543167384,582.4122805083634,0.768,0.03200000000000003
0.768,676.3737543167384,582.4122805083634,0.03200000000000003,17.559166908238012,-26.0318928102198,31.400378752399376,981.2618360124796,19927.494084056234,-0.9773729358310453,33,1,0.03200000000000003,0,0.0,31.400378752399376,522.3549665352476,315.0571922225473,1520.7313826413672,16.715358929127927,-10061.751408865606,-9379.103044736157,0.8,CLUSTER_0_MEAN,0,697.9529328761853,572.0722506017959,0.8,0.03200000000000003
0.8,697.9529328761853,572.0722506017959,0.03200000000000003,21.57917855944686,-10.340029906567565,23.928584700504178,747.7682718907549,-7296.673878803891,-0.4468427265279121,33,0,0.06400000000000006,0,0.0,23.928584700504178,571.6894909728214,306.9625367314995,1541.7038886741773,18.29406371113029,-10308.499791518383,-9044.063693997383,0.8,CLUSTER_0_MEAN,0,700.3601392987887,568.4432607330124,0.832,0.03199999999999992
0.832,700.3601392987887,568.4432607330124,0.03199999999999992,2.4072064226033945,-3.628989868783492,4.354791640108199,136.08723875338157,-19115.032285542966,-0.9851094686839156,33,0,0.09599999999999997,0,0.0,4.354791640108199,572.0138235240424,306.44862171110435,10.135392225646864,18.30444235276936,-10614.488881194104,-8878.063464663572,0.8,CLUSTER_0_MEAN,0,710.6204613688332,565.1318594703732,0.864,0.03200000000000003
0.864,710.6204613688332,565.1318594703732,0.03200000000000003,10.26032207004448,-3.3114012626391514,10.781446438361137,336.9202011987852,6276.030076418858,-0.3121851190837316,33,0,0.128,0,0.0,10.781446438361137,583.0234558304187,294.4104490451761,344.05100957424787,18.656750586573402,-10688.59843322713,-8804.64576246244,0.8,CLUSTER_0_MEAN,0,698.186713131863,556.9830193798953,0.896,0.03200000000000003
0.896,698.186713131863,556.9830193798953,0.03200000000000003,-12.433748236970132,-8.148840090477961,14.866125589424392,464.56642466951183,3988.9444834602036,-2.5614440797123725,33,0,0.16000000000000003,0,0.0,14.866125589424392,589.4010255713802,290.6915469997614,199.2990544050355,18.860832818284173,-10841.91007618078,-8745.282972262983,0.8,CLUSTER_0_MEAN,0,695.847844812998,560.4235226488416,0.928,0.03200000000000003
0.928,695.847844812998,560.4235226488416,0.03200000000000003,-2.3388683188650248,3.4405032689463724,4.160212465322076,130.00663954131474,-10454.993285256149,2.167839032812033,33,0,0.19200000000000006,0,0.0,4.160212465322076,505.56429450804626,290.1438204779284,-2619.897845729193,16.178057424257485,-10713.07508162487,-8628.984361493413,0.8,CLUSTER_0_MEAN,0,713.8045681261183,573.3547960777296,0.96,0.03199999999999992
0.96,713.8045681261183,573.3547960777296,0.03199999999999992,17.95672331312028,12.931273428887948,22.12830189229668,691.5094341342731,17546.962331029994,0.6241122678521408,33,0,0.22399999999999998,0,0.0,22.12830189229668,526.7936930637209,295.7148379947113,663.4187048648286,16.85739817803907,-10683.02453805263,-8654.017513415294,0.8,CLUSTER_0_MEAN,0,711.6340506734113,567.9677685884965,0.992,0.03200000000000003
0.992,711.6340506734113,567.9677685884965,0.03200000000000003,-2.1705174527070312,-5.387027489233105,5.8078577102283555,181.49555344463596,-15937.933771551146,-1.953813628810223,33,0,0.256,0,0.0,5.8078577102283555,457.6829907541144,286.53282113489206,-2159.709447175206,14.645855704131659,-10909.606477790509,-8811.491143976906,0.8,CLUSTER_0_MEAN,0,713.7069018856954,576.7854916093447,1.024,0.03200000000000003
1.024,713.7069018856954,576.7854916093447,0.03200000000000003,2.0728512122841494,8.817723020848234,9.058087624916464,283.06523827863924,3174.0526510625996,1.3399106088468886,33,0,0.28800000000000003,0,0.0,9.058087624916464,429.62628632464555,288.7336024580921,-876.7720134209019,13.748041162388663,-10907.873014062938,-8755.768604198502,0.8,CLUSTER_0_MEAN,0,710.752024953059,597.3910413824881,1.056,0.03200000000000003
1.056,710.752024953059,597.3910413824881,0.03200000000000003,-2.9548769326363526,20.605549773143366,20.81633923485383,650.5106010891817,11482.66758782944,1.7132272951080825,41,1,0.03200000000000003,0,0.0,20.81633923485383,460.3191439012958,294.820018408834,959.1517992703168,14.73021260484147,-10943.293785801232,-8862.76020810572,0.8,CLUSTER_0_MEAN,0,710.2838502259364,577.0468974452043,1.088,0.03200000000000003
1.088,710.2838502259364,577.0468974452043,0.03200000000000003,-0.4681747271226868,-20.344143937283775,20.349530218558773,635.922819329961,-455.86817997564526,-1.5938050170815432,33,1,0.03200000000000003,0,0.0,20.349530218558773,425.78524223304396,242.62432048263662,-1079.1844271328712,13.625127751457407,-10915.730589046178,-9130.843359610872,0.8,CLUSTER_0_MEAN,0,700.156138827554,559.5382787854088,1.12,0.03200000000000003
1.12,700.156138827554,559.5382787854088,0.03200000000000003,-10.127711398382417,-17.508618659795502,20.2267710112876,632.086594102737,-119.8820383507523,-2.0952131284209163,33,0,0.06400000000000006,0,0.0,20.2267710112876,414.21707445424215,227.87618454499707,-361.5052430875573,13.25494638253575,-10912.543337735524,-8904.118560531582,0.8,CLUSTER_0_MEAN,0,679.5938592316719,528.4193530605199,1.152,0.031999999999999806
1.152,679.5938592316719,528.4193530605199,0.031999999999999806,-20.562279595882046,-31.118925724888868,37.29872491721905,1165.5851536631023,16671.82998626152,-2.1547016362971902,25,1,0.031999999999999806,0,0.0,37.29872491721905,517.1668659452141,307.05757487838366,3217.1809840928913,16.549339710246834,-10788.226067456904,-8670.25244527202,0.8,CLUSTER_0_MEAN,0,683.2654242638052,490.4673130486688,1.184,0.03200000000000003
1.184,683.2654242638052,490.4673130486688,0.03200000000000003,3.671565032133344,-37.952040011851125,38.12922410496092,1191.5382532800277,811.0343630289158,-1.4743542174268849,25,0,0.06399999999999983,0,0.0,38.12922410496092,602.6286711533385,364.81500563392143,2670.6814127538973,19.284117476906815,-10520.17175763476,-8253.409126697929,0.8,CLUSTER_0_MEAN,0,707.4347964784,484.0792208583835,1.216,0.03200000000000003
1.216,707.4347964784,484.0792208583835,0.03200000000000003,24.169372214594773,-6.388092190285306,24.999325492484992,781.2289216401554,-12822.166613745998,-0.2583964650200065,17,1,0.03200000000000003,0,0.0,24.999325492484992,634.2949208504028,365.2425749328379,989.5703030332768,20.297437467212877,-10537.966576107168,-7727.113783600097,0.8,CLUSTER_0_MEAN,0,720.3879044440853,481.3496000535281,1.248,0.03200000000000003
1.248,720.3879044440853,481.3496000535281,0.03200000000000003,12.953107965685263,-2.729620804855415,13.237591763950062,413.6747426234391,-11486.068094272374,-0.20769217209118862,17,0,0.06400000000000006,0,0.0,13.237591763950062,662.6617311586152,331.14935871508857,886.4628221316543,21.20517539707567,-10835.222815984209,-7577.6364949584895,0.8,CLUSTER_0_MEAN,0,733.9586496664521,480.9576989287651,1.28,0.03200000000000003
1.28,733.9586496664521,480.9576989287651,0.03200000000000003,13.570745222366781,-0.3919011247629669,13.576402777686779,424.26258680271144,330.87013060226025,-0.028870355270436642,17,0,0.09600000000000009,0,0.0,13.576402777686779,635.9370464254591,339.2473621151057,-835.1463979111192,20.34998548561468,-11024.43567794371,-7503.4818137941265,0.8,CLUSTER_0_MEAN,0,751.6025497731725,489.4589733655461,1.312,0.03200000000000003
1.312,751.6025497731725,489.4589733655461,0.03200000000000003,17.64390010672048,8.501274436780989,19.585169849286395,612.0365577901993,5867.936593358989,0.4490022805922634,26,1,0.03200000000000003,0,0.0,19.585169849286395,678.9911468600154,300.2437086935646,1345.4406385798945,21.72771669952049,-11221.070116965355,-7472.705834870144,0.8,CLUSTER_0_MEAN,0,766.9774856340074,499.3171679056082,1.344,0.03200000000000003
1.344,766.9774856340074,499.3171679056082,0.03200000000000003,15.374935860834853,9.858194540062073,18.26397142777264,570.7491071178945,-1290.232833509523,0.5701541537066137,26,0,0.06400000000000006,0,0.0,18.26397142777264,707.7595337439409,270.3905354057573,899.0120901226821,22.6483050798061,-11471.365175513161,-7563.023993441188,0.8,CLUSTER_0_MEAN,0,769.7028213166877,505.2588345950064,1.376,0.031999999999999806
1.376,769.7028213166877,505.2588345950064,0.031999999999999806,2.7253356826803383,5.941666689398232,6.536884397876045,204.27763743362763,-11452.233427633408,1.1407459310211636,26,0,0.09599999999999986,0,0.0,6.536884397876045,663.1362373783855,314.16619249653826,-1394.4780114236028,21.220359596108327,-11700.132587294811,-7686.180415101115,0.8,CLUSTER_0_MEAN,0,765.5076556144871,509.9907850170274,1.408,0.03200000000000003
1.408,765.5076556144871,509.9907850170274,0.03200000000000003,-4.1951657022005975,4.7319504220209865,6.3238255878372245,197.6195496199131,-208.0652441785789,2.2961371118771696,26,0,0.1279999999999999,0,0.0,6.3238255878372245,619.3059104073807,347.2203606110545,-1369.697717843896,19.817789133036168,-11770.635559402303,-7769.004149889741,0.8,CLUSTER_0_MEAN,0,738.6298116622835,509.4844356929707,1.44,0.03200000000000003
1.44,738.6298116622835,509.4844356929707,0.03200000000000003,-26.877843952203648,-0.5063493240567141,26.882613064153247,840.0816582547882,20076.94089483983,-3.1227559702676415,25,1,0.03200000000000003,0,0.0,26.882613064153247,640.1054168225858,354.23002565761266,649.984575475162,20.483373338322735,-11739.304870917991,-7836.886112540263,0.8,CLUSTER_0_MEAN,0,756.2307500006458,498.1496404740416,1.472,0.03200000000000003
1.472,756.2307500006458,498.1496404740416,0.03200000000000003,17.60093833836231,-11.334795218929116,20.934913733901332,654.2160541844161,-5808.300127199123,-0.5721373275068624,26,1,0.03200000000000003,0,0.0,20.934913733901332,588.9685068747171,303.1740461559537,-1598.0284358709023,18.846992219990963,-11408.843263828774,-7838.729880570098,0.8,CLUSTER_0_MEAN,0,779.5460603605543,483.4586389156699,1.504,0.03200000000000003
1.504,779.5460603605543,483.4586389156699,0.03200000000000003,23.315310359908494,-14.691001558371681,27.557743448383714,861.1794827619904,6467.607143049191,-0.5622590799526265,18,1,0.03200000000000003,0,0.0,27.557743448383714,555.9326298229134,242.05723490940312,-1032.371157868875,17.789844154333245,-11602.420743006054,-7698.523326069406,0.8,CLUSTER_0_MEAN,0,761.2586370689656,465.06855882147465,1.536,0.03200000000000003
1.536,761.2586370689656,465.06855882147465,0.03200000000000003,-18.287423291588652,-18.39008009419524,25.935012946143967,810.4691545669982,-1584.6977560935031,-2.3533955937281648,18,0,0.06400000000000006,0,0.0,25.935012946143967,558.8566531155977,245.23690789563474,91.37572789637477,17.88341289969914,-11908.718674757209,-7500.550136527197,0.8,CLUSTER_0_MEAN,0,760.9714714078096,444.2773602807208,1.568,0.03200000000000003
1.568,760.9714714078096,444.2773602807208,0.03200000000000003,-0.2871656611559956,-20.79119854075384,20.79318159584992,649.7869248703093,-5021.319678021522,-1.5846073344668092,18,0,0.09600000000000009,0,0.0,20.79318159584992,582.4678713402848,241.03616599879845,737.8505695214599,18.638971882889127,-11713.767938508701,-7245.64354104432,0.8,CLUSTER_0_MEAN,0,761.7709329680877,453.70570666624394,1.6,0.03200000000000003
1.6,761.7709329680877,453.70570666624394,0.03200000000000003,0.7994615602780186,9.428346385523128,9.462180211334447,295.6931316042012,-11065.43103956587,1.4862052724066235,18,0,0.1280000000000001,0,0.0,9.462180211334447,569.6109258204337,253.51829403388948,-401.7795474953532,18.227549626253897,-11702.336524677536,-6950.744940994677,0.8,CLUSTER_0_MEAN,0,741.6817315420388,455.7091285623824,1.632,0.031999999999999806
1.632,741.6817315420388,455.7091285623824,0.031999999999999806,-20.089201426048817,2.003421896138434,20.188851211257383,630.901600351797,10475.264648362432,3.0421949902562,17,1,0.031999999999999806,0,0.0,20.188851211257383,571.4974300765936,253.93891484241138,58.95325800499104,18.28791776245099,-11711.609721382352,-7027.263822503377,0.8,CLUSTER_0_MEAN,0,723.6467590238544,457.8403121310298,1.664,0.03200000000000003
1.664,723.6467590238544,457.8403121310298,0.03200000000000003,-18.034972518184418,2.1311835686474296,18.160456413178057,567.5142629118138,-1980.8542949994728,3.02396863779527,17,0,0.06399999999999983,0,0.0,18.160456413178057,571.1739456559854,253.94203438619203,-10.108888144003846,18.277566260991534,-11461.108796677832,-7044.254461081627,0.8,CLUSTER_0_MEAN,0,723.2925895309374,468.8243240403708,1.696,0.03200000000000003
1.696,723.2925895309374,468.8243240403708,0.03200000000000003,-0.35416949291698074,10.984011909341007,10.989720362878126,343.4287613399411,-7002.671924121017,1.6030292514489177,17,0,0.09599999999999986,0,0.0,10.989720362878126,585.0890580466169,234.6860020247612,434.84726220723525,18.72284985749174,-11210.874329572573,-7065.796935317837,0.8,CLUSTER_0_MEAN,0,725.5854425667181,486.0061368821088,1.728,0.03200000000000003
1.728,725.5854425667181,486.0061368821088,0.03200000000000003,2.292853035780695,17.181812841738008,17.334124367045536,541.6913864701726,6195.707035319728,1.4381335919867984,17,0,0.1279999999999999,0,0.0,17.334124367045536,619.4962417316427,193.10615128120884,1075.224490157066,19.82387973541257,-11175.067586690964,-7201.067249717498,0.8,CLUSTER_0_MEAN,0,733.653112377744,482.5533143389837,1.76,0.03200000000000003
1.76,733.653112377744,482.5533143389837,0.03200000000000003,8.067669811025894,-3.452822543125137,8.7754931311039,274.23416034699665,-8358.03831634924,-0.40439424692236353,17,0,0.15999999999999992,0,0.0,8.7754931311039,562.9114919408637,203.8898152146257,-1768.2734309618413,18.01316774210764,-11190.054647038733,-7427.406973398245,0.8,CLUSTER_0_MEAN,0,743.2615274710342,484.0592106045668,1.792,0.03200000000000003
1.792,743.2615274710342,484.0592106045668,0.03200000000000003,9.608415093290205,1.5058962655830896,9.725706358289052,303.92832369653263,927.9426046729986,0.1554621565167318,17,0,0.19199999999999995,0,0.0,9.725706358289052,527.8827188920753,216.1802539211299,-1094.649157774629,16.892247004546412,-11286.781849146224,-7408.303419731992,0.8,CLUSTER_0_MEAN,0,732.1161275532259,488.0936173111535,1.824,0.03200000000000003
1.824,732.1161275532259,488.0936173111535,0.03200000000000003,-11.14539991780839,4.034406706586708,11.85311675476265,370.4098985863325,2077.5492153062432,2.7942857563054755,25,1,0.03200000000000003,0,0.0,11.85311675476265,478.8057604745095,185.6611601584187,-1533.6549505489238,15.321784335184304,-11414.32341214415,-7432.396950817712,0.8,CLUSTER_0_MEAN,0,707.1284648596438,483.11865680171735,1.856,0.03200000000000003
1.856,707.1284648596438,483.11865680171735,0.03200000000000003,-24.987662693582024,-4.97496050943613,25.478098809736174,796.1905878042547,13305.646538060058,-2.9450658280466873,17,1,0.03200000000000003,0,0.0,25.478098809736174,477.3779037982352,182.86082485918473,-44.62052113356767,15.276092921543526,-11288.139071176189,-7488.483935551815,0.8,CLUSTER_0_MEAN,0,697.706176642907,473.61086435459293,1.888,0.031999999999999806
1.888,697.706176642907,473.61086435459293,0.031999999999999806,-9.422288216736774,-9.507792447124416,13.385724950739604,418.30390471061514,-11808.958846676309,-2.3516776764274927,17,0,0.06399999999999983,0,0.0,13.385724950739604,454.2296017822658,172.99619757304268,-723.3844379990464,14.535347257032495,-10965.428858905674,-7434.112513967841,0.8,CLUSTER_0_MEAN,0,700.2641376932892,491.0373839840019,1.92,0.03200000000000003
1.92,700.2641376932892,491.0373839840019,0.03200000000000003,2.5579610503821186,17.426519629408972,17.613254983944568,550.4142182482673,4128.447298051626,1.4250515805842887,25,1,0.03200000000000003,0,0.0,17.613254983944568,479.7017104466724,165.65645315352657,796.0033957627031,15.350454734293503,-10812.577765414084,-7312.45507612406,0.8,CLUSTER_0_MEAN,0,706.4193449881013,478.1811253311549,1.952,0.03200000000000003
1.952,706.4193449881013,478.1811253311549,0.03200000000000003,6.155207294812158,-12.856258652847032,14.253770146561681,445.43031708005213,-3280.74691150672,-1.124275472182348,17,1,0.03200000000000003,0,0.0,14.253770146561681,461.1545821194979,157.0037884351061,-579.5977602242122,14.756946627823936,-10818.51202862566,-7519.364394091449,0.8,CLUSTER_0_MEAN,0,718.1801787825434,453.10921089874927,1.984,0.03200000000000003
1.984,718.1801787825434,453.10921089874927,0.03200000000000003,11.760833794442078,-25.071914432405606,27.693286277478144,865.4151961711913,13124.527471598087,-1.1321859739875375,17,0,0.06400000000000006,0,0.0,27.693286277478144,490.94467544543556,201.40933223946033,930.9404164355437,15.710229614253944,-10885.987874840395,-7375.236460191214,0.8,CLUSTER_0_MEAN,0,714.149058590196,440.6233251337792,2.016,0.03200000000000003
2.016,714.149058590196,440.6233251337792,0.03200000000000003,-4.03112019234743,-12.485885764970078,13.120490590714724,410.0153309598347,-14231.24578785488,-1.8830861667375147,17,0,0.09600000000000009,0,0.0,13.120490590714724,497.60333240742494,197.04390621196382,208.08303006215755,15.923306637037603,-11034.440286485744,-7050.482965412016,0.8,CLUSTER_0_MEAN,0,713.922631965669,433.9353031584494,2.048,0.03200000000000003
2.048,713.922631965669,433.9353031584494,0.03200000000000003,-0.2264266245269937,-6.688021975329775,6.691853775956904,209.12043049865306,-6277.965639411921,-1.6046389449713705,17,0,0.1280000000000001,0,0.0,6.691853775956904,464.34623681027296,215.9359454623596,-1039.2842374110073,14.859079577928739,-10996.56467176852,-6858.920599139874,0.8,CLUSTER_0_MEAN,0,718.4058645092523,435.47599504710473,2.08,0.03200000000000003
2.08,718.4058645092523,435.47599504710473,0.03200000000000003,4.483232543583313,1.5406918886553171,4.740580717128735,148.14314741027283,-1905.5400965118806,0.33101243195376423,17,0,0.16000000000000014,0,0.0,4.740580717128735,451.7371355166006,231.39837958212365,-394.03441542727126,14.455588336531221,-10992.407866110032,-6744.98410716288,0.8,CLUSTER_0_MEAN,0,717.0758615720976,433.7824706427119,2.112,0.03200000000000003
2.112,717.0758615720976,433.7824706427119,0.03200000000000003,-1.3300029371547453,-1.6935244043928037,2.1533538309145226,67.29230721607877,-2526.5887560685624,-2.2365379306187365,17,0,0.19200000000000017,1,0.03200000000000003,0.0,428.0735338685553,258.6841942912196,-739.4875515014273,13.698353083793771,-11047.999052368787,-6741.715446557794,0.8,CLUSTER_0_MEAN,0,741.1845461538786,442.131272857744,2.144,0.03200000000000003
2.144,741.1845461538786,442.131272857744,0.03200000000000003,24.108684581781063,8.348802215032094,25.51335279200938,797.2922747502923,22812.498985444152,0.3333735046358333,17,0,0.2240000000000002,0,0.0,25.51335279200938,470.76177148495117,282.2591675238423,1334.0074255123636,15.064376687518443,-11036.121994790312,-6710.55910472549,0.8,CLUSTER_0_MEAN,0,778.4980066354557,448.8487581501904,2.176,0.03200000000000003
